,company_name,job_title,experience,salary,location,desc,skills
95,Netomi,Senior Data Scientist,3-6 Yrs,Not disclosed,Gurgaon, Deep knowledge and experience in both key areas Information Extraction (from structured...,"Computer science ,Analytical ,Artificial Intelligence ,Machine learning ,Information retrieval ,Natural language processing ,Customer service ,Apache ,"
96,Blackstraw,Lead Data Scientist,5-10 Yrs,Not disclosed,"Chennai, Mumbai"," Bachelors/ Masters/ PhD degree in Math, Computer Science, Information Systems, Machine ...","IT Skills ,Java ,Python ,Machine Learning ,Project Management ,BPO ,project management ,Computer science ,"
97,Accrete.AI,Ai Scientist,2-3 Yrs,Not disclosed,Mumbai, Effective interpersonal communication skills Must have at least a Master s degree or Ph...,"Computer science ,deep learning ,Data analysis ,Neural networks ,Analytical ,Artificial Intelligence ,Machine learning ,Agile ,"
98,Huquo Consulting Pvt. Ltd,Assistant Manager/ Manager/ Data Scientist - Python/ Machine Learning,3-8 Yrs,Not disclosed,Bengaluru, Experience in machine learning algorithm developmentEXPECTED EDUCATION/ TOOL EXPERIENCE...,"Data Science ,Predictive Modeling ,NLP ,Data Scientist ,Data Management ,Machine Learning ,Python ,"
99,GlobusSoft,Sr. Data Scientist,1-2 Yrs,"4,00,000 - 5,00,000 PA.",Bengaluru(5th block Koramangala)," Roles and Responsibilities:* Selecting features, building and optimizing classifiers us...","Machine Learning ,Deep Learning ,NLP ,Predictive Modeling ,Azure ,AI ,Neural Networks ,Big Data ,"
100,Eagleview ,Lead Data Scientist,6-9 Yrs,Not disclosed,Bengaluru, Professional Experience: 6 - 9 years,"Computer science ,Training ,Computer vision ,deep learning ,Machine learning ,Research ,Statistics ,"
101,Narayana Health,Data Scientist,1-4 Yrs,Not disclosed,Bengaluru, Roles and Responsibilities Interact with various business heads and function heads to g...,"Change Management ,NLP ,Algorithms ,Business Analytics ,Image Processing ,Neural Networks ,data scientist ,Medical Imaging ,"
102,Randstad,Data Science Analyst - NLP/Machine Learning,2-7 Yrs,Not disclosed,Bengaluru, Work experience from similar companies preferred with relevant work experience in Busin...,"IT Skills ,Python ,Machine Learning ,Predictive Modeling ,Data Science ,R ,NLP ,Data Management ,"
103,Shaadi.com,Data Scientist,2-3 Yrs,Not disclosed,Mumbai, What you should have 2-3 years of Data Science & Machine Learning experience in consume...,"Computer science ,tableau ,Image processing ,data science ,Machine learning ,Predictive modeling ,Natural language processing ,big data ,"
104,RPA Infotech Pvt.Ltd,Data Scientist - Machine Learning,2-7 Yrs,Not disclosed,Gurgaon, Experience of building / deploying models and maintaining them in productionBachelor or...,"Computer science ,Operations research ,data science ,Bfsi ,Network analysis ,Machine learning ,Social networking ,Natural language processing ,"
105,Diverse Lynx,Data Scientist,3-9 Yrs,Not disclosed,Chennai, Nice-to-have: experience with search technologies that leverage deep learned embeddings...,"IT Skills ,Java ,Python ,Data Science ,Machine Learning ,deep learning ,Business Analyst ,data science ,"
106,Foghorn Systems Pvt Ltd,Data Scientist,3-7 Yrs,Not disclosed,Pune," Data mining algorithm experience in the families of predictive algorithms (regression, ...","Tensorflow ,Data Science ,Cnn ,Lstm ,Xgboost ,Neural Networks ,Keras ,Machine Learning ,"
107,AppZen,Data Scientist,4-6 Yrs,Not disclosed,Pune," Must- Have: Solid understanding of machine learning fundamentals, and familiar with sta...","Computer science ,Computer vision ,deep learning ,Aerospace ,Pharma ,Machine learning ,Data quality ,Predictive modeling ,"
108,Varite,Senior Data Scientist,8-10 Yrs,Not disclosed,Hyderabad, Description Senior Data Scientist Hyderabad . POSITION GENERAL DUTIES AND TASKS : Skill...,"IT Skills ,Python ,Data Science ,Machine Learning ,AWS ,Power BI ,Azure ,Business process ,"
109,Catalyst,Data Scientist,3-7 Yrs,Not disclosed,Bengaluru," 4+ years of experience and hands on experience in Python / Spark for data crunching, da...","IT Skills ,Python ,Machine Learning ,Data scientist ,Data Science ,Deep learning ,data crunching ,Predictive ,"
110,Eagleview ,Sr. Data Scientist,5-9 Yrs,Not disclosed,Bengaluru, Primary Responsibilities: Help to create improve machine learning deep learning models ...,"Training ,Computer vision ,deep learning ,Neural networks ,Opencv ,Machine learning ,Cloud ,Python ,"
111,Catalyst,Data Scientist - Python/ SQL,2-7 Yrs,Not disclosed,Bengaluru," Being the first data scientist of the company, you shall be responsible for building ro...","IT Skills ,Java ,Python ,Data Science ,Machine Learning ,Data Science ,Java ,R ,"
112,Tredence,Analyst/Senior Analyst - DATA Scientist,2-4 Yrs,"6,50,000 - 8,00,000 PA.","Chennai, Delhi NCR, Bengaluru"," -Fair understanding of data infrastructure, data warehouse, or data engineering -Design...","nlp ,Research ,Data Warehousing ,machine learning ,data engineering ,Python ,sql ,"
113,M/s Gi Human Resources And Services Pvt. Ltd. ,"Data Scientist (Python+ML+AWS) Immediate Joiners, Gurgaon",5-10 Yrs,"7,00,000 - 17,00,000 PA.",Gurgaon," Roles and Responsibilities Must have : data science, machine learning, algorithm, model...","Data Science ,Predictive Modeling ,NLP ,data scientist ,Machine Learning ,AWS ,Deep Learning ,Python ,"
114,Accenture Solutions Pvt Ltd,Python Programming Language Application Developer,6-8 Yrs,Not disclosed,Hyderabad, Technical Experience : cNeural network proficiency iMulti-layer perceptron iiText proce...,"Business process ,Computer vision ,Application deployment ,data science ,Networking ,Consulting ,Machine learning ,Programming ,"
115,M/s Gi Human Resources And Services Pvt. Ltd. ,Associate/Senior Associate Data Scientist | Banaglore Immediate Joiner,2-6 Yrs,"5,00,000 - 12,00,000 PA.",Bengaluru, Experience or certifications with visualization tools (Tableau / Qlik/PowerBI etc) Grad...,"Data Science ,Machine Learning ,Predictive Modeling ,R ,Natural Language Processing ,Statistical Modeling ,Deep Learning ,Python ,"
116,EPAM Systems India Private Limited,Hiring For excellent opportunity of Python Developer,5-10 Yrs,Not disclosed,Bengaluru," Must have knowledge of ML techniques, design and implementation experience around custo...","Java ,Open Source ,Data Structures ,Apache ,Machine Learning ,Deep Learning ,Rapid Prototyping ,NLP ,"
117,NatWest Group,Data Scientist,3-5 Yrs,Not disclosed,Chennai," To succeed in this role, you ll hold a degree in a quantitative discipline or have equi...","Data Science ,Statistical Data Analysis ,Machine Learning ,"
118,Shell India Markets Private Limited,Data Scientist - Retail,5-7 Yrs,Not disclosed,Chennai, General Position DefinitionThis role will drive analytics and data science for one or m...,"Data Science ,Multivariate Analysis ,R ,Exploratory Data Analysis ,Factor Analysis ,Time Series ,Decision Trees ,Sentiment Analysis ,"
119,M/s Gi Human Resources And Services Pvt. Ltd. ,Data Scientist-Associate/Sr Associate-Immediate Joiner//Bangalore,2-7 Yrs,"5,00,000 - 12,00,000 PA.",Bengaluru," Bachelor / Master of Engineering, BSc / MSc Experience of working on analytics projects...","Predictive Modeling ,Logistic Regression ,Analytical Skills ,Problem Solving ,Natural Language Processing ,Machine Learning ,Analytics ,Model Development ,"
120,GLOBALFOUNDRIES Engineering Private Limited,Senior Spec Supply Chain (Data Analyst),5-8 Yrs,Not disclosed,Bengaluru, Roles and ResponsibilitiesIntroduction: This requirement is for the ‘Sr. Data Analyst -...,"Artificial Intelligence ,Machine Learning ,SQL ,Anomaly Detection ,Data Science , Kinaxis ,R ,SFDC ,"
121,Microsoft Corporation,Data Scientist 2,6-9 Yrs,Not disclosed,"Hyderabad, telangana", preferred + years of hands-on experience with data science or analytics in a business c...,"Computer science ,User research ,Data analysis ,data science ,Powershell ,Machine learning ,microsoft ,Analytics ,"
122,AVE-Promagne,"Sr. Data Scientist/Manager (6+ yrs in DS/ML, Service Industry Only)",7-12 Yrs,Not disclosed,Remote, Work Experience Required: 7-18 yearsHands-on experience in using MS Excel to do quick e...,"Data Science ,Pyspark ,Exploratory Data Analysis ,Data Engineering ,Artificial Intelligence ,Big Data ,Spark ,Machine Learning ,"
123,KNIGHT FINTECH RESEARCH PRIVATE LIMITED ,Lead Data Scientist with top Fintech Startup Company,4-9 Yrs,"6,00,000 - 16,00,000 PA.",Mumbai, Looking for Data Scientist/Analyst with minimum 4 years of hands on experience in build...,"time series analysis ,python ,LSTM ,ai / ml ,machine learning ,artificial intelligence ,Deep Learning ,NLTK ,"
124,Micron Semiconductor Asia Pte Ltd,Data Science Engineer - SMART MFG & AI,3-8 Yrs,Not disclosed,Hyderabad, A degree or certification in Data science will be a plusExperience with one of the foll...,"R ,Data Analysis ,SQL Server ,Tableau ,Sap Hana ,SSIS ,Machine Learning ,Manufacturing Engineering ,"
125,Oracle India Pvt. Ltd.,Data Engineer (telecom domain),6-11 Yrs,Not disclosed,Bengaluru, About the Communications Applications Global Business Unit (CAGBU):CAGBU enables our co...,"Data Science ,Data Engineering ,Product Sales ,Artificial Intelligence ,Advanced Analytics ,Data Analysis ,Data Warehousing ,Machine Learning ,"
126,Search Advisers Services  Pvt. Ltd.  ,Data Scientist,2-7 Yrs,"6,00,000 - 16,00,000 PA.","Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad", Required Technical and Professional Expertise,"Data Science ,NLP ,Artificial Intelligence ,Regression ,Data Extraction ,Machine Learning ,Deep Learning ,"
127,Search Advisers Services  Pvt. Ltd.  ,Data Scientist,2-7 Yrs,"6,00,000 - 16,00,000 PA.","Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad", Required Technical and Professional Expertise,"IT Skills ,Machine Learning ,Data Science ,NLP ,Artificial Intelligence ,Regression ,Data Extraction ,Machine Learning ,"
128,Catalyst,Lead Data Scientist,2-4 Yrs,Not disclosed,Bengaluru, PhD in Computer Science /Electrical Engineering from a premier instituteWill need 2+ ye...,"IT Skills ,Testing ,Machine Learning ,Data Science ,Pattern Recognition ,Artificial Intelligence AI ,Image Processing ,Computer Science ,"
129,Catalyst,Lead Data Scientist,2-2 Yrs,Not disclosed,Bengaluru, PhD in Computer Science / Electrical Engineering from a premier instituteAny GraduateWi...,"IT Skills ,Testing ,Machine Learning ,Data Science ,Pattern Recognition ,Artificial Intelligence AI ,Image Processing ,Computer Science ,"
130,Bion,Lead Data Scientist,2-7 Yrs,Not disclosed,Bengaluru, PhD in Computer Science/ Electrical Engineering from a premier instituteWill need 2+ ye...,"IT Skills ,Testing ,Machine Learning ,Data Science ,Pattern Recognition ,Artificial Intelligence AI ,Image Processing ,Computer Science ,"
131,Mystro,Data Science Engineer,2-4 Yrs,Not disclosed,Mumbai, Data Science Engineer Experience : 2 to 4 yearsLocation : MumbaiRole Requirement : Buil...,"deep learning ,data science ,Machine learning ,Manager Technology ,Data processing ,Python ,"
132,TNS holdings,Senior Software Engineer - Data Science,7-10 Yrs,Not disclosed,Hyderabad," We are seeking a high-caliber, growth-minded Senior Software Engineer to build our engi...","Computer science ,Career development ,Script writing ,Machine learning ,Agile ,MongoDB ,Natural language processing ,Medical insurance ,"
133,Institutional Shareholder Services India Private L,"AVP - ESG Data Strategy, Data Scientist – Alternative Data",5-10 Yrs,Not disclosed,Mumbai," To help us process your application, kindly apply to our career website on Workday by c...","Data Science ,NLP ,Python ,Matplotlib ,Data Analysis ,Data Mining ,Jupyter ,Spacy ,"
134,Arnold Consulting Pvt Ltd,Data Scientist,10-15 Yrs,Not disclosed,Bengaluru," Data Scientist - Bachelors / Masters degree in a quantitative discipline, e.g., Compute...","Computer science ,Data analysis ,Statistical modeling ,data science ,Artificial Intelligence ,Consulting ,Machine learning ,Database ,"
135,HyreFox Consultants Pvt Ltd,DS (Sr.) Analyst (Machine Learning),3-5 Yrs,Not disclosed,Chennai," Deep learning) - LSTM, Bi- LSTM, GRU, RCNN Education Qualification: Bachelors/ Masters/...","Logistic regression ,deep learning ,Statistical modeling ,data science ,Analytical ,Machine learning ,Data processing ,Open source ,"
136,Indix,Software Engineer - Data Science,2-5 Yrs,Not disclosed,Chennai," Information retrieval or acquisition of new data sets, parsing the data sets, filtering...","Computer science ,Data modeling ,Analytical ,Machine learning ,Programming ,Information retrieval ,data visualization ,Data mining ,"
137,Eagleview ,Data Science Quality Asssessment Engineer,3-6 Yrs,Not disclosed,Bengaluru, Primary Responsibilities: Help to annotate imagery for ML feature modeling using web pl...,"Computer vision ,Web technologies ,data science ,Machine learning ,Open source ,"
138,Nuware  Systems Pvt Ltd,Analyst - Data Science,3-6 Yrs,Not disclosed,Bengaluru," Responsibilities : Data Scientist with Machine Learning, Python & R Programming Experie...","Data analysis ,RDBMS ,Bfsi ,Application programming ,Machine learning ,Investment banking ,Data mining ,Macros ,"
139,Latent view,Senior Analyst / Assistant Manager Data Science,3-8 Yrs,Not disclosed,Chennai, Requirements: Minimum 3+ years of experience in working in analytics teams. Business an...,"Text mining ,Analyst ,data science ,Business analysis ,Machine learning ,QlikView ,Data mining ,Analytics ,"
140,Bright-River,Computer Vision Data Analyst,1-4 Yrs,Not disclosed,Chennai," Very good organised, you love to analyse and organize dataExperience in Cloud platforms...","Computer vision ,Automation ,Image editing ,Linux ,Analytical ,Machine learning ,Windows ,Adobe ,"
141,Huquo Consulting Pvt. Ltd,Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,2-5 Yrs,Not disclosed,Gurgaon," Must have strong capabilities in problem solving, managing own work diligently, thoroug...","IT Skills ,Python ,Machine Learning ,Tableau ,Data Science ,SAS ,Tableau ,Machine Learning ,"
142,Latent view,Business Analyst / Senior Business Analyst - Data Science,2-7 Yrs,Not disclosed,Chennai, Job description Requirements: Minimum 1+ years of experience in working in analytics te...,"Text mining ,Business Analyst ,data science ,Business analysis ,Machine learning ,QlikView ,Data mining ,Analytics ,"
143,Bloom Consulting Services,Analyst (Data Science),3-8 Yrs,Not disclosed,Bengaluru, What You Need for this Position You should have knowledge of: Core KPIsKey skills requi...,"github ,Version control ,data science ,SQL database ,Agile development ,control testing ,Consulting ,Machine learning ,"
144,Devoted Health,Data Science Analyst,3-8 Yrs,Not disclosed,Remote, We are a growing company and we have only touched the surface of what we want to build3...,"remote ,Health insurance ,Operations research ,data science ,Analytical ,Machine learning ,Healthcare ,Business intelligence ,"
145,GlaxoSmithKline Pharmaceuticals Limited,Global Medical Data Scientist,5-9 Yrs,Not disclosed,Bengaluru," medical voice of customer feedback, customer listening, feedback from surveys and resea...","NLP ,Neo4J ,Artificial Intelligence ,Natural Language Processing ,pyspark ,Healthcare ,databricks ,Python ,"
146,RIGVED TECHNOLOGIES PRIVATE LIMITED,Opening in Rigved Technologies For Data Scientist//Chennai,5-8 Yrs,"6,00,000 - 13,00,000 PA.",Chennai, Greeting from Rigved Technologies!We have permanent opening in Rigved Technologies for ...,"Data Scientist ,Artificial Intelligence ,Natural Language Processing ,Machine Learning ,ML ,"
147,WalletHub,Senior Data Scientist (Remote / Work from Home),10-20 Yrs,"25,00,000 - 40,00,000 PA.","Chennai, Delhi NCR, Bengaluru"," WalletHub, the #1 Personal Finance App in the US and one of Forbes Top 100 Best StartUp...","Data Science ,Machine Learning ,Python ,Predictive Modeling ,Artificial Intelligence ,"
